SALESORDERID,SALESORDERITEM,PRODUCTID,NOTEID,CURRENCY,GROSSAMOUNT,NETAMOUNT,TAXAMOUNT,ITEMATPSTATUS,OPITEMPOS,QUANTITY,QUANTITYUNIT,DELIVERYDATE
0500000330,0000000050,RC-1057, ,USD,4999,4374.125,624.875,I,,8,EA,20190613
0500000330,0000000060,HB-1171, ,USD,699,611.625,87.375,I,,6,EA,20190613
0500000330,0000000070,RC-1056, ,USD,2499,2186.625,312.375,I,,10,EA,20190613
0500000331,0000000010,HB-1175, ,USD,899,786.625,112.375,I,,3,EA,20190630
0500000331,0000000020,RC-1051, ,USD,2499,2186.625,312.375,I,,4,EA,20190630
0500000332,0000000010,HB-1171, ,USD,699,611.625,87.375,I,,10,EA,20190619
0500000332,0000000020,BX-1011, ,USD,249,217.875,31.125,I,,5,EA,20190619
0500000332,0000000030,CB-1163, ,USD,288,252,36,I,,7,EA,20190619
0500000332,0000000040,CC-1022, ,USD,1200,1050,150,I,,3,EA,20190619
0500000332,0000000050,BX-1014, ,USD,799,699.125,99.875,I,,9,EA,20190619
0500000332,0000000060,RC-1052, ,USD,3999,3499.125,499.875,I,,9,EA,20190619
0500000332,0000000070,RC-1055, ,USD,1999,1749.125,249.875,I,,4,EA,20190619
0500000332,0000000080,RC-1054, ,USD,5499,4811.625,687.375,I,,1,EA,20190619
0500000333,0000000010,MB-1031, ,USD,649,567.875,81.125,I,,10,EA,20190709
0500000333,0000000020,BX-1013, ,USD,449,392.875,56.125,I,,3,EA,20190709
0500000333,0000000030,EB-1132, ,USD,1900,1662.5,237.5,I,,3,EA,20190709
0500000333,0000000040,BX-1011, ,USD,249,217.875,31.125,I,,5,EA,20190709
0500000333,0000000050,BX-1015, ,USD,299,261.625,37.375,I,,6,EA,20190709
