target,text
compliment,Shout out to  for the smooth trip to and from GRR to RSW this week! Direct flights are the bestÃ¢Ëœâ‚¬Ã¯Â¸ÂÃ°Å¸Å’Â´ #friendlyskies
compliment,Thanks  for making it easy to change seats. Switched to an open window seat on my next flight. Looking forward to my nap!
compliment,"Debbie deserves employee of the year and gave me the best customer service I have ever had, anywhere!"
compliment,"Now in the bus of  I'm glad their buses are way more comfy that planes of  Space, Feetrest, AC and USB plugs"
compliment,This is one reason why I fly United- always there when you need them #friendlyskies
compliment,you are awesome &amp;saved the day after my daughter left her backpack at security. Thnx for delivering it to plane-#madeherday
compliment,Sarah on your customer service team solved my issue - all via  DM. She was great! #happycustomer
compliment,as a first time flyer I wanted to let you know your customer service is amazing.
compliment,big thanks to the gate agent at A49 in Denver.. He provided the extra mile service..
compliment,Thank you  for being so comprehensive and helping me paying my taxes. You guys were awesome !
compliment,thanks for having wide enough seats for my fat *** #blessup
compliment,Then for those of you who aren't familiar w classic customer service recourse   this could happen 2 you.
compliment,I had the most amazing flight attendant on QR 200 last Wednesday - can I send a letter of praise?
compliment,Thanks Laura at IND for helping with getting me to CLT earlier!! With a smile!!  
compliment,"just had a lovely lady on the phone, informative &amp; sweet. I wish I could spell her name. Crossing my fingers for confirmation"
compliment,special kudos to flight attendant Zach Berry Orlando-Philly today for his excellent customer service.  #ilovesouthwest
compliment,"**** YES PROFIT SHARING!!!!  Thank you,   Love, #yourredheadedstepdashchildren"
compliment,Great service from UK call centre rebooking my #Philadelphia to #Memphis flight in April after a schedule change :)
compliment,"awesome 20 hours with you.  clean planes, great staff!"
compliment,My flight attendant was singing into the intercom for take off Ã°Å¸Ëœâ€š What a fun person Ã°Å¸â€˜Å’ Shout out to  Flight 915 to Baltimore Ã¢ÂÂ¤
compliment,thanks to  flight AA742 attendant went back to the airplane to get my jacket. she was kind. :)
compliment,Flying home through the spring thunderstorms near Milwaukee. Thank you  for theÃ¢â‚¬Â¦ 
compliment,Great to see  using social media as an alternate method of communication in assisting customers. 
compliment,Gate agent Gregory Holland in Savannah is awesome! He's handling a delay to NYC excellently. Thanks!
compliment,Thanks  for a gorg ride back home 
compliment,Shoutout to  and  for the latest addition to the airline pajama collection #AvGeek 
compliment,Thank you Sebastian    What a great attitude and positive outlook! #FlyDelta #Delta #CustomerServicePros
compliment,"That moment when you're standing in line for Group 2 and find out you're upgraded to First Class. Thanks  Sparkling water, please."
compliment,Flying  to dps. spent time in  and  lounges. Good 2 be star alliance outside of US. United really?
compliment,Thank you so much for helping me out with moving my ticket. You guys r amazing and it means so very much. #bestairline
compliment,"Smoothest landing of my life on AA 773 (PHL to SFO), plus we're early. Keep up the good work!"
compliment,"13 hour + flight delayed by Sky Chef, Wi-Fi that didnt work and in flight TVs glitching. Certainly not the best flight I've been on."
compliment,Flight got delayed but thank you  for the free directv. Now I can watch the Spurs Ã°Å¸ËœÅ½
compliment,So honored to win  Best Mobile User Experience award. Congrats to the finalists   
compliment,"Thanks to  Priority seating, it was a smooth boarding process! Thanks!"
compliment,Thanks for the Early Dept today! Would have enjoyed it had flt 804 not been delayed instead you left w/o me. 
compliment,Kudos to  for finally delivering impeccable #firstclass service! 1417
compliment,Great flight home to CBUS today on  with so many  partners and supporters! #community
compliment,just landed on flight 2440 MIA-BOS.  Terrific experience and AA team member Lestine Bell did exceptional work.  My compliments!
compliment,A big shout out to Nancy in Customer Service at LAX. She was very helpful. Great job to her. #unitedairlines
compliment,Thanks  for making it possible for me to watch #MarchMadness on my flight! #MTSU wowzers! #luv
compliment,want to thank  for rebooking our flight on  via FRA to Bologna.  #StarAlliance is the best. #visitdaughter
compliment,"Shout out to the  gate agents at DEN Gate A49 for the outstanding, proactive customer service. Thank you"
compliment,changed flight AND covered cost diff. so my brother could attend unexpected funeral. That's customer service. #thankyou
compliment,AWESOME! Our  pilot on flt 2317 is taking pics in the cockpit with all the kids! Good on ya! I want one now...
compliment,"This is amazing,  and "
compliment,SHOUT OUT TO  FOR NOT CHARGING ME MY KIDNEYS TO CHANGE MY BROTHER'S SURPRISE TRIP HOME TO SEE OUR PARENTS! YOU'RE THE TRUE MVP.
compliment,my on board experiences with you were all great. Thank you so much.
compliment,Thank goodness for Javier.....our flight attendant in first class on flight 5537......he saved the day!!  Great representative!
compliment,I always love flying  The flight attendants are always nice &amp; they make the flight go smoother.
compliment,I always fly southwest. Flight attendants ease my flying fears with their humor. Love them. #WhoDat
compliment,"your people Cris, Gary, and Synthia in mke understand customer services and how to problem solve."
compliment,of  and  in action at  2016 thanks to  
compliment,Thanks to a great pilot we had a safe landing in Chicago without flaps! A bit scary
compliment,"well, I have to give a big thank you now, after the confusion between fine print and website, refund been granted. Thank you"
compliment,"Thanks to  for having me out to the  United NYC Half. Beautiful course, great runÃ¢â‚¬Â¦ "
compliment,Thanks for the compensation for our flight delay  ðŸ‘ðŸ» it's gone straight towards another holiday ðŸ™Š   ðŸ‘™â˜€ï¸ðŸ¸
compliment,Kudos to the capt'n &amp; crew flight UA1916 #IAH 2 #SAN Capt'n greeted almost every passenger #customer service #high5  #unitedairlines
compliment,Best mileage program + Bag #FeesDontFly =  Ã¢ÂÂ¤Ã¯Â¸ÂÃ°Å¸â€™â€ºÃ°Å¸â€™â„¢  
compliment,This  flight attendant (I think her name is Ali) working 1452 from DCA to IAH is one of the best I've seen! Ã°Å¸â€˜Â #friendlyskies
compliment,The #FlightAttendants on UA635  are a great example of how teamwork can get a plane out time.  #greatjob
compliment,- Great service from Dana at the Pltnm desk out of Winston Salem Today! she was a total pro!
compliment,the upgrades to C Terminal are great.  The best food choices and a Starbuck.  Must be the  affect.
compliment,Thanks  
compliment,Allyson in the RDU club provided the best service I've received in my nearly 15 years flying UsAirways/American.  THANK YOU!
compliment,Shoutout  for the free checked bags
compliment,Being persistent paid off! Thanks to the 5th  agent that was finally willing to help me. #gettinghomearly #relieved
compliment,"Thx for helping me celebrate,  Boeing 737 sang me HBD &amp; the flight staff whipped up this epic Ã°Å¸Å½â€š "
compliment,"Shout out to Jay at Delta Customer service, you're the greatest!  and  give that man a raise!  #hedidntaskmetosaythat"
compliment,great service and food at the PHL club today. Mike @ the bar was great. Big \U0001f44d\U0001f3fb. Summer's here check the HVAC for your employees.
compliment,Big Thx to  customer support for getting family back to #Denver tomorrow after #FrontierFail
compliment,". baggage rep Al, ID HAL, was able to give us the correct info needed for our claim, it has been processed. #HeSavedCustomers"
compliment,"The agents at BWI are so funny, warm and helpful! \U0001f604"
compliment,love the view flying into Bermuda last night
compliment,There are sooooo many hot guys on my flight to South Dakota. Thank you 
compliment,Spent an hour on the phone in order to schedule a difficult flight to attend a family funeral. Debbie was amazing! THANKS DEBBIE H.
compliment,"Flying with the best this morning,  Love ya Ã¢Å“Ë†Ã¯Â¸Â"
compliment,Massive thanks to  for finding my  jacket (aka the best travel pillow/blanket/lumbar support ever)!
compliment,"THX to Birmingham, AL  (Seconda, Bobbie &amp; Eva T) for the swift check-in for #BamaSB this morning! #BestInTheBiz #AboveAndBeyond"
compliment,"I am very very pleased with my flight  The craft was very clean, all the stewardess were absolutely fantastic! Great service!"
compliment,Tom at the Washington Reagan counter at LaGuardia is awesome!! That man deserves an award/raise #TomRocks #NotGonnaBeStranded
compliment,Flying home after a great vaca in Cancun! Thank you  !! 
compliment,"Love getting 2 flights for $500 TOTAL to see my BFF in July. Thank you,  -and thank you   for being a hub!"
compliment,Shout out to awesome  team in GVA who helped our students tremendously on 3/15! Thnx for waiting - We enjoyed our flight to EWR!
compliment,"Thanks  for such great customer service on the phone!  Short hold time and friendly, helpful representative!"
